,Year,Category,Country,Medals
3723,lillehammer-1994,Alpine Skiing,Slovenia,3
3724,lillehammer-1994,Alpine Skiing,United States of America,4
3725,lillehammer-1994,Alpine Skiing,Russian Federation,1
3726,lillehammer-1994,Alpine Skiing,Norway,5
3727,lillehammer-1994,Alpine Skiing,Sweden,1
3728,lillehammer-1994,Alpine Skiing,Switzerland,4
3729,lillehammer-1994,Alpine Skiing,Canada,1
3730,lillehammer-1994,Alpine Skiing,Germany,4
3731,lillehammer-1994,Cross Country Skiing,Russian Federation,5
3732,lillehammer-1994,Cross Country Skiing,Norway,8
3733,lillehammer-1994,Cross Country Skiing,Italy,9
3734,lillehammer-1994,Cross Country Skiing,Kazakhstan,3
3735,lillehammer-1994,Cross Country Skiing,Finland,5
3736,lillehammer-1994,Bobsleigh,Germany,2
3737,lillehammer-1994,Bobsleigh,Switzerland,5
3738,lillehammer-1994,Bobsleigh,Italy,2
3739,barcelona-1992,Wrestling,United States of America,8
3740,barcelona-1992,Wrestling,Canada,1
3741,barcelona-1992,Wrestling,Unified Team,16
3742,barcelona-1992,Wrestling,Republic of Korea,4
3743,barcelona-1992,Wrestling,Islamic Republic of Iran,3
3744,barcelona-1992,Wrestling,Germany,3
3745,barcelona-1992,Wrestling,Turkey,4
3746,barcelona-1992,Wrestling,Democratic People's Republic of Korea,3
3747,barcelona-1992,Wrestling,Cuba,5
3748,barcelona-1992,Wrestling,Bulgaria,2
3749,barcelona-1992,Wrestling,Norway,1
3750,barcelona-1992,Wrestling,Poland,2
3751,barcelona-1992,Wrestling,Sweden,2
3752,barcelona-1992,Wrestling,Hungary,2
3753,barcelona-1992,Wrestling,Italy,1
3754,barcelona-1992,Wrestling,People's Republic of China,1
3755,barcelona-1992,Wrestling,Romania,1
3756,barcelona-1992,Wrestling,Japan,1
3757,barcelona-1992,Archery,France,1
3758,barcelona-1992,Archery,Republic of Korea,4
3759,barcelona-1992,Archery,Great Britain,2
3760,barcelona-1992,Archery,People's Republic of China,1
3761,barcelona-1992,Archery,Unified Team,2
3762,barcelona-1992,Archery,Spain,1
3763,barcelona-1992,Archery,Finland,1
3764,barcelona-1992,Basketball,United States of America,2
3765,barcelona-1992,Basketball,Croatia,1
3766,barcelona-1992,Basketball,Lithuania,1
3767,barcelona-1992,Basketball,Unified Team,1
3768,barcelona-1992,Basketball,People's Republic of China,1
3769,barcelona-1992,Canoe Slalom,Czechoslovakia,3
3770,barcelona-1992,Canoe Slalom,Great Britain,1
3771,barcelona-1992,Canoe Slalom,France,4
3772,barcelona-1992,Canoe Slalom,United States of America,3
3773,barcelona-1992,Canoe Slalom,Germany,2
3774,barcelona-1992,Canoe Slalom,Australia,1
3775,barcelona-1992,Canoe Slalom,Italy,1
3776,barcelona-1992,Volleyball,Cuba,1
3777,barcelona-1992,Volleyball,Unified Team,1
3778,barcelona-1992,Volleyball,United States of America,2
3779,barcelona-1992,Volleyball,Brazil,1
3780,barcelona-1992,Volleyball,Netherlands,1
3781,barcelona-1992,Badminton,Republic of Korea,7
3782,barcelona-1992,Badminton,People's Republic of China,8
3783,barcelona-1992,Badminton,Indonesia,6
3784,barcelona-1992,Badminton,Malaysia,2
3785,barcelona-1992,Badminton,Denmark,1
3786,barcelona-1992,Canoe Sprint,Germany,14
3787,barcelona-1992,Canoe Sprint,Sweden,5
3788,barcelona-1992,Canoe Sprint,Poland,5
3789,barcelona-1992,Canoe Sprint,Unified Team,3
3790,barcelona-1992,Canoe Sprint,Bulgaria,4
3791,barcelona-1992,Canoe Sprint,Denmark,2
3792,barcelona-1992,Canoe Sprint,France,2
3793,barcelona-1992,Canoe Sprint,Australia,2
3794,barcelona-1992,Canoe Sprint,Norway,2
3795,barcelona-1992,Canoe Sprint,United States of America,1
3796,barcelona-1992,Canoe Sprint,Hungary,7
3797,barcelona-1992,Canoe Sprint,Italy,2
3798,barcelona-1992,Canoe Sprint,Finland,1
3799,barcelona-1992,Canoe Sprint,Latvia,1
3800,barcelona-1992,Athletics,Unified Team,21
3801,barcelona-1992,Athletics,United States of America,30
3802,barcelona-1992,Athletics,Great Britain,6
3803,barcelona-1992,Athletics,Czechoslovakia,2
3804,barcelona-1992,Athletics,Finland,1
3805,barcelona-1992,Athletics,Nigeria,2
3806,barcelona-1992,Athletics,Cuba,7
3807,barcelona-1992,Athletics,Canada,3
3808,barcelona-1992,Athletics,Bahamas,1
3809,barcelona-1992,Athletics,Lithuania,1
3810,barcelona-1992,Athletics,Germany,10
3811,barcelona-1992,Athletics,Sweden,1
3812,barcelona-1992,Athletics,Australia,2
3813,barcelona-1992,Athletics,Poland,1
3814,barcelona-1992,Athletics,Republic of Korea,1
3815,barcelona-1992,Athletics,Japan,2
3816,barcelona-1992,Athletics,Kenya,8
3817,barcelona-1992,Athletics,Namibia,2
3818,barcelona-1992,Athletics,New Zealand,1
3819,barcelona-1992,Athletics,Ethiopia,3
3820,barcelona-1992,Athletics,South Africa,1
3821,barcelona-1992,Athletics,France,1
3822,barcelona-1992,Athletics,Colombia,1
3823,barcelona-1992,Athletics,People's Republic of China,4
3824,barcelona-1992,Athletics,Spain,4
3825,barcelona-1992,Athletics,Italy,1
3826,barcelona-1992,Athletics,Romania,1
3827,barcelona-1992,Athletics,Morocco,2
3828,barcelona-1992,Athletics,Qatar,1
3829,barcelona-1992,Athletics,Netherlands,1
3830,barcelona-1992,Athletics,Greece,1
3831,barcelona-1992,Athletics,Bulgaria,2
3832,barcelona-1992,Athletics,Algeria,1
3833,barcelona-1992,Athletics,Jamaica,4
3834,barcelona-1992,Athletics,Mexico,1
3835,barcelona-1992,Rowing,Great Britain,3
3836,barcelona-1992,Rowing,Germany,13
3837,barcelona-1992,Rowing,Slovenia,3
3838,barcelona-1992,Rowing,Romania,8
3839,barcelona-1992,Rowing,Belgium,1
3840,barcelona-1992,Rowing,Canada,6
3841,barcelona-1992,Rowing,Unified Team,1
3842,barcelona-1992,Rowing,Australia,3
3843,barcelona-1992,Rowing,United States of America,4
3844,barcelona-1992,Rowing,Czechoslovakia,1
3845,barcelona-1992,Rowing,Poland,2
3846,barcelona-1992,Rowing,Italy,2
3847,barcelona-1992,Rowing,People's Republic of China,2
3848,barcelona-1992,Rowing,Austria,2
3849,barcelona-1992,Rowing,Netherlands,2
3850,barcelona-1992,Rowing,Norway,1
3851,barcelona-1992,Weightlifting,Unified Team,9
3852,barcelona-1992,Weightlifting,Bulgaria,4
3853,barcelona-1992,Weightlifting,Germany,3
3854,barcelona-1992,Weightlifting,Poland,3
3855,barcelona-1992,Weightlifting,People's Republic of China,4
3856,barcelona-1992,Weightlifting,Romania,1
3857,barcelona-1992,Weightlifting,Greece,1
3858,barcelona-1992,Weightlifting,Turkey,1
3859,barcelona-1992,Weightlifting,Cuba,1
3860,barcelona-1992,Weightlifting,Democratic People's Republic of Korea,1
3861,barcelona-1992,Weightlifting,Republic of Korea,1
3862,barcelona-1992,Cycling Road,Italy,2
3863,barcelona-1992,Cycling Road,Netherlands,2
3864,barcelona-1992,Cycling Road,Latvia,1
3865,barcelona-1992,Cycling Road,Australia,1
3866,barcelona-1992,Cycling Road,France,2
3867,barcelona-1992,Cycling Road,Germany,1
3868,barcelona-1992,Gymnastics Rhythmic,Unified Team,2
3869,barcelona-1992,Gymnastics Rhythmic,Spain,1
3870,barcelona-1992,Diving,United States of America,3
3871,barcelona-1992,Diving,People's Republic of China,5
3872,barcelona-1992,Diving,Unified Team,3
3873,barcelona-1992,Diving,Germany,1
3874,barcelona-1992,Baseball,Cuba,1
3875,barcelona-1992,Baseball,Chinese Taipei,1
3876,barcelona-1992,Baseball,Japan,1
3877,barcelona-1992,Gymnastics Artistic,Unified Team,18
3878,barcelona-1992,Gymnastics Artistic,People's Republic of China,8
3879,barcelona-1992,Gymnastics Artistic,United States of America,6
3880,barcelona-1992,Gymnastics Artistic,Japan,3
3881,barcelona-1992,Gymnastics Artistic,Romania,5
3882,barcelona-1992,Gymnastics Artistic,Hungary,2
3883,barcelona-1992,Gymnastics Artistic,Germany,3
3884,barcelona-1992,Gymnastics Artistic,Republic of Korea,1
3885,barcelona-1992,Gymnastics Artistic,Democratic People's Republic of Korea,1
3886,barcelona-1992,Judo,Poland,1
3887,barcelona-1992,Judo,France,7
3888,barcelona-1992,Judo,Japan,10
3889,barcelona-1992,Judo,Canada,1
3890,barcelona-1992,Judo,People's Republic of China,3
3891,barcelona-1992,Judo,Cuba,5
3892,barcelona-1992,Judo,Unified Team,4
3893,barcelona-1992,Judo,Republic of Korea,4
3894,barcelona-1992,Judo,Germany,2
3895,barcelona-1992,Judo,Hungary,4
3896,barcelona-1992,Judo,Great Britain,4
3897,barcelona-1992,Judo,Netherlands,2
3898,barcelona-1992,Judo,Brazil,1
3899,barcelona-1992,Judo,Spain,2
3900,barcelona-1992,Judo,United States of America,1
3901,barcelona-1992,Judo,Israel,2
3902,barcelona-1992,Judo,Turkey,1
3903,barcelona-1992,Judo,Italy,1
3904,barcelona-1992,Judo,Belgium,1
3905,barcelona-1992,Equestrian Eventing,Australia,2
3906,barcelona-1992,Equestrian Eventing,Germany,2
3907,barcelona-1992,Equestrian Eventing,New Zealand,2
3908,barcelona-1992,Sailing,Spain,8
3909,barcelona-1992,Sailing,United States of America,14
3910,barcelona-1992,Sailing,Denmark,3
3911,barcelona-1992,Sailing,Norway,1
3912,barcelona-1992,Sailing,New Zealand,6
3913,barcelona-1992,Sailing,People's Republic of China,1
3914,barcelona-1992,Sailing,Netherlands,1
3915,barcelona-1992,Sailing,France,3
3916,barcelona-1992,Sailing,Australia,3
3917,barcelona-1992,Sailing,Estonia,2
3918,barcelona-1992,Sailing,Canada,2
3919,barcelona-1992,Sailing,Great Britain,1
3920,barcelona-1992,Fencing,Germany,3
3921,barcelona-1992,Fencing,Hungary,3
3922,barcelona-1992,Fencing,Unified Team,5
3923,barcelona-1992,Fencing,Italy,3
3924,barcelona-1992,Fencing,People's Republic of China,1
3925,barcelona-1992,Fencing,France,5
3926,barcelona-1992,Fencing,Cuba,2
3927,barcelona-1992,Fencing,Romania,1
3928,barcelona-1992,Fencing,Poland,1
3929,barcelona-1992,Equestrian Jumping,Netherlands,2
3930,barcelona-1992,Equestrian Jumping,Austria,1
3931,barcelona-1992,Equestrian Jumping,France,1
3932,barcelona-1992,Equestrian Jumping,Germany,1
3933,barcelona-1992,Equestrian Jumping,United States of America,1
3934,barcelona-1992,Hockey,Germany,2
3935,barcelona-1992,Hockey,Australia,1
3936,barcelona-1992,Hockey,Pakistan,1
3937,barcelona-1992,Hockey,Spain,1
3938,barcelona-1992,Hockey,Great Britain,1
3939,barcelona-1992,Modern Pentathlon,Poland,2
3940,barcelona-1992,Modern Pentathlon,Unified Team,2
3941,barcelona-1992,Modern Pentathlon,Italy,1
3942,barcelona-1992,Modern Pentathlon,Hungary,1
3943,barcelona-1992,Synchronized Swimming,United States of America,3
3944,barcelona-1992,Synchronized Swimming,Canada,3
3945,barcelona-1992,Synchronized Swimming,Japan,3
3946,barcelona-1992,Football,Spain,1
3947,barcelona-1992,Football,Poland,1
3948,barcelona-1992,Football,Ghana,1
3949,barcelona-1992,Shooting,Unified Team,8
3950,barcelona-1992,Shooting,United States of America,2
3951,barcelona-1992,Shooting,Japan,2
3952,barcelona-1992,Shooting,People's Republic of China,4
3953,barcelona-1992,Shooting,Romania,1
3954,barcelona-1992,Shooting,Germany,3
3955,barcelona-1992,Shooting,Latvia,1
3956,barcelona-1992,Shooting,Sweden,1
3957,barcelona-1992,Shooting,Bulgaria,3
3958,barcelona-1992,Shooting,Poland,1
3959,barcelona-1992,Shooting,Czechoslovakia,2
3960,barcelona-1992,Shooting,Italy,2
3961,barcelona-1992,Shooting,France,1
3962,barcelona-1992,Shooting,Peru,1
3963,barcelona-1992,Shooting,Republic of Korea,2
3964,barcelona-1992,Shooting,Independent Olympic Athletes,3
3965,barcelona-1992,Shooting,Mongolia,1
3966,barcelona-1992,Shooting,Norway,1
3967,barcelona-1992,Boxing,Cuba,9
3968,barcelona-1992,Boxing,Netherlands,2
3969,barcelona-1992,Boxing,Hungary,3
3970,barcelona-1992,Boxing,Great Britain,1
3971,barcelona-1992,Boxing,Bulgaria,2
3972,barcelona-1992,Boxing,Germany,4
3973,barcelona-1992,Boxing,Philippines,1
3974,barcelona-1992,Boxing,Nigeria,2
3975,barcelona-1992,Boxing,New Zealand,1
3976,barcelona-1992,Boxing,United States of America,3
3977,barcelona-1992,Boxing,Canada,2
3978,barcelona-1992,Boxing,Republic of Korea,2
3979,barcelona-1992,Boxing,Unified Team,2
3980,barcelona-1992,Boxing,Poland,1
3981,barcelona-1992,Boxing,Democratic People's Republic of Korea,2
3982,barcelona-1992,Boxing,Denmark,1
3983,barcelona-1992,Boxing,Ireland,2
3984,barcelona-1992,Boxing,Puerto Rico,1
3985,barcelona-1992,Boxing,Thailand,1
3986,barcelona-1992,Boxing,Spain,1
3987,barcelona-1992,Boxing,Algeria,1
3988,barcelona-1992,Boxing,Mongolia,1
3989,barcelona-1992,Boxing,Morocco,1
3990,barcelona-1992,Boxing,Finland,1
3991,barcelona-1992,Boxing,Romania,1
3992,barcelona-1992,Cycling Track,Spain,1
3993,barcelona-1992,Cycling Track,Australia,4
3994,barcelona-1992,Cycling Track,United States of America,2
3995,barcelona-1992,Cycling Track,Italy,1
3996,barcelona-1992,Cycling Track,Netherlands,2
3997,barcelona-1992,Cycling Track,Belgium,1
3998,barcelona-1992,Cycling Track,Germany,5
3999,barcelona-1992,Cycling Track,Canada,1
4000,barcelona-1992,Cycling Track,Denmark,1
4001,barcelona-1992,Cycling Track,Great Britain,1
4002,barcelona-1992,Cycling Track,New Zealand,1
4003,barcelona-1992,Cycling Track,Estonia,1
4004,barcelona-1992,Equestrian Dressage,Germany,4
4005,barcelona-1992,Equestrian Dressage,Netherlands,1
4006,barcelona-1992,Equestrian Dressage,United States of America,1
4007,barcelona-1992,Swimming,Canada,2
4008,barcelona-1992,Swimming,United States of America,27
4009,barcelona-1992,Swimming,Unified Team,10
4010,barcelona-1992,Swimming,Sweden,3
4011,barcelona-1992,Swimming,Finland,1
4012,barcelona-1992,Swimming,Hungary,9
4013,barcelona-1992,Swimming,Italy,2
4014,barcelona-1992,Swimming,People's Republic of China,9
4015,barcelona-1992,Swimming,Australia,9
4016,barcelona-1992,Swimming,Germany,11
4017,barcelona-1992,Swimming,Poland,1
4018,barcelona-1992,Swimming,Suriname,1
4019,barcelona-1992,Swimming,France,3
4020,barcelona-1992,Swimming,New Zealand,1
4021,barcelona-1992,Swimming,Japan,1
4022,barcelona-1992,Swimming,Spain,1
4023,barcelona-1992,Swimming,Brazil,1
4024,barcelona-1992,Swimming,Great Britain,1
4025,barcelona-1992,Water Polo,Italy,1
4026,barcelona-1992,Water Polo,Spain,1
4027,barcelona-1992,Water Polo,Unified Team,1
4028,barcelona-1992,Tennis,Switzerland,1
4029,barcelona-1992,Tennis,Spain,4
4030,barcelona-1992,Tennis,Croatia,3
4031,barcelona-1992,Tennis,Unified Team,3
4032,barcelona-1992,Tennis,United States of America,4
4033,barcelona-1992,Tennis,Germany,3
4034,barcelona-1992,Tennis,South Africa,2
4035,barcelona-1992,Tennis,Argentina,2
4036,barcelona-1992,Tennis,Australia,2
4037,barcelona-1992,Handball,Unified Team,2
4038,barcelona-1992,Handball,Sweden,1
4039,barcelona-1992,Handball,France,1
4040,barcelona-1992,Handball,Republic of Korea,1
4041,barcelona-1992,Handball,Norway,1
4042,barcelona-1992,Table Tennis,People's Republic of China,9
4043,barcelona-1992,Table Tennis,Germany,2
4044,barcelona-1992,Table Tennis,Republic of Korea,8
4045,barcelona-1992,Table Tennis,Democratic People's Republic of Korea,3
4046,barcelona-1992,Table Tennis,Sweden,1
4047,barcelona-1992,Table Tennis,France,1
4048,albertville-1992,Cross Country Skiing,Norway,9
4049,albertville-1992,Cross Country Skiing,Italy,8
4050,albertville-1992,Cross Country Skiing,Unified Team,9
4051,albertville-1992,Cross Country Skiing,Finland,3
4052,albertville-1992,Cross Country Skiing,Sweden,1
4053,albertville-1992,Freestyle Skiing,United States of America,2
4054,albertville-1992,Freestyle Skiing,Unified Team,1
4055,albertville-1992,Freestyle Skiing,Norway,1
4056,albertville-1992,Freestyle Skiing,France,2
4057,albertville-1992,Speed skating,Germany,11
4058,albertville-1992,Speed skating,Austria,1
4059,albertville-1992,Speed skating,United States of America,2
4060,albertville-1992,Speed skating,People's Republic of China,2
4061,albertville-1992,Speed skating,Norway,5
4062,albertville-1992,Speed skating,Netherlands,4
4063,albertville-1992,Speed skating,Japan,4
4064,albertville-1992,Speed skating,Republic of Korea,1
4065,albertville-1992,Nordic Combined,Japan,1
4066,albertville-1992,Nordic Combined,Norway,1
4067,albertville-1992,Nordic Combined,Austria,2
4068,albertville-1992,Nordic Combined,France,2
4069,albertville-1992,Luge,Austria,4
4070,albertville-1992,Luge,Germany,6
4071,albertville-1992,Luge,Italy,2
4072,albertville-1992,Alpine Skiing,Canada,1
4073,albertville-1992,Alpine Skiing,United States of America,2
4074,albertville-1992,Alpine Skiing,Austria,8
4075,albertville-1992,Alpine Skiing,France,3
4076,albertville-1992,Alpine Skiing,Norway,4
4077,albertville-1992,Alpine Skiing,Italy,5
4078,albertville-1992,Alpine Skiing,Germany,1
4079,albertville-1992,Alpine Skiing,Switzerland,1
4080,albertville-1992,Alpine Skiing,Luxembourg,2
4081,albertville-1992,Alpine Skiing,New Zealand,1
4082,albertville-1992,Alpine Skiing,Spain,1
4083,albertville-1992,Alpine Skiing,Sweden,1
4084,albertville-1992,Bobsleigh,Switzerland,3
4085,albertville-1992,Bobsleigh,Germany,5
4086,albertville-1992,Bobsleigh,Austria,1
4087,albertville-1992,Short Track Speed Skating,United States of America,2
4088,albertville-1992,Short Track Speed Skating,People's Republic of China,1
4089,albertville-1992,Short Track Speed Skating,Democratic People's Republic of Korea,1
4090,albertville-1992,Short Track Speed Skating,Republic of Korea,3
4091,albertville-1992,Short Track Speed Skating,Canada,3
4092,albertville-1992,Short Track Speed Skating,Japan,1
4093,albertville-1992,Short Track Speed Skating,Unified Team,1
4094,albertville-1992,Figure skating,Unified Team,9
4095,albertville-1992,Figure skating,France,2
4096,albertville-1992,Figure skating,United States of America,3
4097,albertville-1992,Figure skating,Japan,1
4098,albertville-1992,Figure skating,Canada,2
4099,albertville-1992,Figure skating,Czechoslovakia,1
4100,albertville-1992,Biathlon,Unified Team,6
4101,albertville-1992,Biathlon,Germany,7
4102,albertville-1992,Biathlon,Sweden,2
4103,albertville-1992,Biathlon,Finland,1
4104,albertville-1992,Biathlon,Canada,1
4105,albertville-1992,Biathlon,France,1
4106,albertville-1992,Ice Hockey,Unified Team,1
4107,albertville-1992,Ice Hockey,Canada,1
4108,albertville-1992,Ice Hockey,Czechoslovakia,1
4109,albertville-1992,Ski Jumping,Finland,3
4110,albertville-1992,Ski Jumping,Austria,5
4111,albertville-1992,Ski Jumping,Czechoslovakia,1
4112,seoul-1988,Synchronized Swimming,Canada,3
4113,seoul-1988,Synchronized Swimming,United States of America,3
4114,seoul-1988,Synchronized Swimming,Japan,3
4115,seoul-1988,Hockey,Australia,1
4116,seoul-1988,Hockey,Republic of Korea,1
4117,seoul-1988,Hockey,Netherlands,2
4118,seoul-1988,Hockey,Great Britain,1
4119,seoul-1988,Hockey,Federal Republic of Germany,1
4120,seoul-1988,Athletics,Finland,2
4121,seoul-1988,Athletics,Czechoslovakia,2
4122,seoul-1988,Athletics,Romania,2
4123,seoul-1988,Athletics,Soviet Union,26
4124,seoul-1988,Athletics,United States of America,26
4125,seoul-1988,Athletics,German Democratic Republic (Germany),27
4126,seoul-1988,Athletics,Bulgaria,4
4127,seoul-1988,Athletics,Senegal,1
4128,seoul-1988,Athletics,Kenya,7
4129,seoul-1988,Athletics,Brazil,2
4130,seoul-1988,Athletics,Morocco,2
4131,seoul-1988,Athletics,Jamaica,2
4132,seoul-1988,Athletics,Italy,3
4133,seoul-1988,Athletics,Djibouti,1
4134,seoul-1988,Athletics,Great Britain,8
4135,seoul-1988,Athletics,Canada,1
4136,seoul-1988,Athletics,Australia,2
4137,seoul-1988,Athletics,Switzerland,1
4138,seoul-1988,Athletics,France,1
4139,seoul-1988,Athletics,Federal Republic of Germany,4
4140,seoul-1988,Athletics,Sweden,1
4141,seoul-1988,Athletics,People's Republic of China,1
4142,seoul-1988,Athletics,Portugal,1
4143,seoul-1988,Gymnastics Artistic,Soviet Union,19
4144,seoul-1988,Gymnastics Artistic,Romania,9
4145,seoul-1988,Gymnastics Artistic,German Democratic Republic (Germany),8
4146,seoul-1988,Gymnastics Artistic,Bulgaria,2
4147,seoul-1988,Gymnastics Artistic,Hungary,1
4148,seoul-1988,Gymnastics Artistic,United States of America,1
4149,seoul-1988,Gymnastics Artistic,Japan,2
4150,seoul-1988,Gymnastics Artistic,People's Republic of China,2
4151,seoul-1988,Gymnastics Artistic,Republic of Korea,1
4152,seoul-1988,Fencing,France,3
4153,seoul-1988,Fencing,Federal Republic of Germany,7
4154,seoul-1988,Fencing,Soviet Union,5
4155,seoul-1988,Fencing,Italy,4
4156,seoul-1988,Fencing,German Democratic Republic (Germany),1
4157,seoul-1988,Fencing,Hungary,3
4158,seoul-1988,Fencing,Poland,1
4159,seoul-1988,Canoe Sprint,Soviet Union,9
4160,seoul-1988,Canoe Sprint,Poland,5
4161,seoul-1988,Canoe Sprint,France,2
4162,seoul-1988,Canoe Sprint,Bulgaria,6
4163,seoul-1988,Canoe Sprint,German Democratic Republic (Germany),11
4164,seoul-1988,Canoe Sprint,United States of America,3
4165,seoul-1988,Canoe Sprint,New Zealand,5
4166,seoul-1988,Canoe Sprint,Australia,3
4167,seoul-1988,Canoe Sprint,Hungary,5
4168,seoul-1988,Canoe Sprint,Netherlands,2
4169,seoul-1988,Rowing,German Democratic Republic (Germany),11
4170,seoul-1988,Rowing,United States of America,3
4171,seoul-1988,Rowing,Bulgaria,5
4172,seoul-1988,Rowing,Soviet Union,4
4173,seoul-1988,Rowing,Romania,9
4174,seoul-1988,Rowing,People's Republic of China,2
4175,seoul-1988,Rowing,Italy,2
4176,seoul-1988,Rowing,Norway,1
4177,seoul-1988,Rowing,Netherlands,2
4178,seoul-1988,Rowing,Switzerland,2
4179,seoul-1988,Rowing,Federal Republic of Germany,3
4180,seoul-1988,Rowing,Great Britain,3
4181,seoul-1988,Rowing,Yugoslavia,2
4182,seoul-1988,Rowing,New Zealand,4
4183,seoul-1988,Basketball,Soviet Union,2
4184,seoul-1988,Basketball,Yugoslavia,2
4185,seoul-1988,Basketball,United States of America,2
4186,seoul-1988,Football,Soviet Union,1
4187,seoul-1988,Football,Brazil,1
4188,seoul-1988,Football,Federal Republic of Germany,1
4189,seoul-1988,Cycling Road,German Democratic Republic (Germany),2
4190,seoul-1988,Cycling Road,Poland,1
4191,seoul-1988,Cycling Road,Sweden,1
4192,seoul-1988,Cycling Road,Federal Republic of Germany,3
4193,seoul-1988,Cycling Road,Netherlands,1
4194,seoul-1988,Cycling Road,Soviet Union,1
4195,seoul-1988,Modern Pentathlon,Hungary,2
4196,seoul-1988,Modern Pentathlon,Italy,2
4197,seoul-1988,Modern Pentathlon,Soviet Union,1
4198,seoul-1988,Modern Pentathlon,Great Britain,1
4199,seoul-1988,Cycling Track,German Democratic Republic (Germany),4
4200,seoul-1988,Cycling Track,Soviet Union,6
4201,seoul-1988,Cycling Track,Australia,4
4202,seoul-1988,Cycling Track,United States of America,1
4203,seoul-1988,Cycling Track,Federal Republic of Germany,1
4204,seoul-1988,Cycling Track,Denmark,1
4205,seoul-1988,Cycling Track,Netherlands,1
4206,seoul-1988,Equestrian Dressage,Federal Republic of Germany,2
4207,seoul-1988,Equestrian Dressage,France,1
4208,seoul-1988,Equestrian Dressage,Switzerland,2
4209,seoul-1988,Equestrian Dressage,Canada,1
4210,seoul-1988,Gymnastics Rhythmic,Soviet Union,2
4211,seoul-1988,Gymnastics Rhythmic,Bulgaria,1
4212,seoul-1988,Tennis,United States of America,7
4213,seoul-1988,Tennis,Czechoslovakia,5
4214,seoul-1988,Tennis,Australia,2
4215,seoul-1988,Tennis,Federal Republic of Germany,3
4216,seoul-1988,Tennis,Argentina,1
4217,seoul-1988,Tennis,Bulgaria,1
4218,seoul-1988,Tennis,Spain,2
4219,seoul-1988,Tennis,Sweden,3
4220,seoul-1988,Archery,United States of America,3
4221,seoul-1988,Archery,Republic of Korea,6
4222,seoul-1988,Archery,Soviet Union,1
4223,seoul-1988,Archery,Indonesia,1
4224,seoul-1988,Archery,Great Britain,1
4225,seoul-1988,Weightlifting,Bulgaria,4
4226,seoul-1988,Weightlifting,Republic of Korea,2
4227,seoul-1988,Weightlifting,People's Republic of China,5
4228,seoul-1988,Weightlifting,German Democratic Republic (Germany),3
4229,seoul-1988,Weightlifting,Turkey,1
4230,seoul-1988,Weightlifting,Soviet Union,8
4231,seoul-1988,Weightlifting,Hungary,2
4232,seoul-1988,Weightlifting,Romania,1
4233,seoul-1988,Weightlifting,Federal Republic of Germany,3
4234,seoul-1988,Weightlifting,Poland,1
4235,seoul-1988,Judo,Republic of Korea,3
4236,seoul-1988,Judo,United States of America,2
4237,seoul-1988,Judo,Japan,4
4238,seoul-1988,Judo,Soviet Union,5
4239,seoul-1988,Judo,Austria,1
4240,seoul-1988,Judo,Netherlands,1
4241,seoul-1988,Judo,German Democratic Republic (Germany),3
4242,seoul-1988,Judo,Brazil,1
4243,seoul-1988,Judo,Federal Republic of Germany,2
4244,seoul-1988,Judo,Great Britain,1
4245,seoul-1988,Judo,Belgium,1
4246,seoul-1988,Judo,France,2
4247,seoul-1988,Judo,Poland,2
4248,seoul-1988,Volleyball,Soviet Union,2
4249,seoul-1988,Volleyball,Peru,1
4250,seoul-1988,Volleyball,People's Republic of China,1
4251,seoul-1988,Volleyball,United States of America,1
4252,seoul-1988,Volleyball,Argentina,1
4253,seoul-1988,Equestrian Eventing,Federal Republic of Germany,1
4254,seoul-1988,Equestrian Eventing,Great Britain,3
4255,seoul-1988,Equestrian Eventing,New Zealand,2
4256,seoul-1988,Boxing,Republic of Korea,4
4257,seoul-1988,Boxing,German Democratic Republic (Germany),3
4258,seoul-1988,Boxing,Soviet Union,4
4259,seoul-1988,Boxing,Mexico,1
4260,seoul-1988,Boxing,Italy,1
4261,seoul-1988,Boxing,Romania,1
4262,seoul-1988,Boxing,Morocco,1
4263,seoul-1988,Boxing,Sweden,2
4264,seoul-1988,Boxing,United States of America,8
4265,seoul-1988,Boxing,Mongolia,1
4266,seoul-1988,Boxing,Yugoslavia,1
4267,seoul-1988,Boxing,Poland,4
4268,seoul-1988,Boxing,Bulgaria,2
4269,seoul-1988,Boxing,Hungary,1
4270,seoul-1988,Boxing,Philippines,1
4271,seoul-1988,Boxing,Great Britain,1
4272,seoul-1988,Boxing,Canada,3
4273,seoul-1988,Boxing,Kenya,2
4274,seoul-1988,Boxing,France,1
4275,seoul-1988,Boxing,Colombia,1
4276,seoul-1988,Boxing,Thailand,1
4277,seoul-1988,Boxing,Pakistan,1
4278,seoul-1988,Boxing,Netherlands,1
4279,seoul-1988,Boxing,Australia,1
4280,seoul-1988,Boxing,Federal Republic of Germany,1
4281,seoul-1988,Diving,United States of America,5
4282,seoul-1988,Diving,People's Republic of China,6
4283,seoul-1988,Diving,Mexico,1
4284,seoul-1988,Swimming,Soviet Union,9
4285,seoul-1988,Swimming,Federal Republic of Germany,3
4286,seoul-1988,Swimming,German Democratic Republic (Germany),28
4287,seoul-1988,Swimming,People's Republic of China,4
4288,seoul-1988,Swimming,Romania,2
4289,seoul-1988,Swimming,New Zealand,2
4290,seoul-1988,Swimming,United States of America,18
4291,seoul-1988,Swimming,Hungary,6
4292,seoul-1988,Swimming,Bulgaria,3
